text,label
Que temporada seja de muitas {coisas_positivas},IMPRODUTIVO
Obrigado pela atmosfera positiva que torna trabalho mais prazeroso!,IMPRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Desejo muito sucesso na nova filial inaugurada! Crescimento merecido!,IMPRODUTIVO
Que este Dia das Mães seja de muita {qualidade_vida},IMPRODUTIVO
Falha na impressão automática de etiquetas de envio pela integração dos correios.,PRODUTIVO
Felicitações pela conquista em tecnologia,IMPRODUTIVO
Falha na backup do API durante madrugada,PRODUTIVO
Votos de harmonia e paciência sempre,IMPRODUTIVO
Sistema sistema financeiro apresentando erro 500 desde manhã,PRODUTIVO
Integração com integração não está funcionando,PRODUTIVO
Muito obrigado pelo rápida resposta na treinamento,IMPRODUTIVO
Gostaria de expressar minha gratidão pelo agilidade,IMPRODUTIVO
Módulo de produção não controla sequência de operações automaticamente.,PRODUTIVO
Crítico: perda de dados em CRM necessita {acao_imediata},PRODUTIVO
Integração com webhook não está funcionando,PRODUTIVO
Sucesso e felicidade em tudo que fizer,IMPRODUTIVO
URGENTE: erro de sincronização impedindo {processo_critico},PRODUTIVO
Obrigado por sempre nos atender com eficiência,IMPRODUTIVO
Emergência: {integracao_pagamento} com problemas na {evento_vendas},PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Como configurar monitoramento de infraestrutura com alertas preditivos?,PRODUTIVO
Desejo alegria em todas suas iniciativas,IMPRODUTIVO
Que este Dia das Mães seja repleto de prosperidade,IMPRODUTIVO
Solicitação de permissão para salvar dados em gestão de usuários,PRODUTIVO
"Não consigo acessar gestão de usuários - aparece mensagem ""dados inválidos""",PRODUTIVO
Agradeço pela dedicação demonstrada em treinamento,IMPRODUTIVO
Agradeço pela dedicação demonstrada em processo de migração,IMPRODUTIVO
Urgente: deadline em 2 horas e {impedimento} bloqueia entrega,PRODUTIVO
Boas temporada para você e sua família,IMPRODUTIVO
Que você tenha semana abençoada,IMPRODUTIVO
Celebrando junto com vocês o {marco},IMPRODUTIVO
Desejo um Dia das Mães abençoado e produtivo,IMPRODUTIVO
Que sua temporada seja abençoado e produtiva,IMPRODUTIVO
Meu reconhecimento pelo treinamento excepcional,IMPRODUTIVO
Dashboard não carrega dados de final de semana,PRODUTIVO
URGENTE: lentidão no sistema impedindo {processo_critico},PRODUTIVO
Urgente: deadline em segunda-feira e {impedimento} bloqueia entrega,PRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Muita cortesia e alegria sempre,IMPRODUTIVO
Muito obrigado por compartilhar conhecimentos no workshop de capacitação.,IMPRODUTIVO
Reconheço e agradeço a dedicação da equipe,IMPRODUTIVO
Urgente: deadline em esta semana e {impedimento} bloqueia entrega,PRODUTIVO
Como implementar assinatura digital em contratos gerados pelo sistema?,PRODUTIVO
Como configurar autenticação no dashboard?,PRODUTIVO
Muito obrigado pelo dedicação na implementação,IMPRODUTIVO
Falha na sincronização do ERP durante horário comercial,PRODUTIVO
Como configurar pipeline CI/CD com testes automatizados e deploy gradual?,PRODUTIVO
Falha na importação do plataforma durante pico de acesso,PRODUTIVO
Votos de prosperidade neste Dia das Mães especial,IMPRODUTIVO
Agradeço imensamente pela paciência durante implementação,IMPRODUTIVO
Obrigado por sempre nos atender com profissionalismo,IMPRODUTIVO
Que este Ano Novo seja de muita {qualidade_vida},IMPRODUTIVO
Muito obrigado pelo rápida resposta na processo de migração,IMPRODUTIVO
URGENTE: lentidão no sistema impedindo {processo_critico},PRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Solicitação de aumento de limite em módulo financeiro,PRODUTIVO
Desejo muito paz em seus projetos,IMPRODUTIVO
Status da migração de {dados} agendada para final de semana,PRODUTIVO
Gratidão pela profissionalismo e qualidade técnica demonstrados,IMPRODUTIVO
Parabéns pela gestão participativa que engaja todos colaboradores!,IMPRODUTIVO
Obrigada por fazer a diferença com cortesia,IMPRODUTIVO
Como configurar SSL certificate no domínio principal da aplicação?,PRODUTIVO
Congratulações pelo {crescimento} da empresa,IMPRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Muito obrigado pelo eficiência na treinamento,IMPRODUTIVO
Desejo felicidade em todas suas projetos,IMPRODUTIVO
Votos de harmonia e atenção sempre,IMPRODUTIVO
Sistema não valida integridade referencial causando inconsistências nos dados.,PRODUTIVO
Desejo paz em todas suas jornadas,IMPRODUTIVO
Tenha uma fim de semana repleta de felicidade,IMPRODUTIVO
Quando será liberada versão corrigida de plataforma?,PRODUTIVO
Muito grato pela configuração realizada com dedicação,IMPRODUTIVO
Preciso urgentemente FTP para auditoria,PRODUTIVO
Desejo reunião de resultados positiva com metas superadas!,IMPRODUTIVO
Feliz Páscoa para toda a equipe!,IMPRODUTIVO
Feliz Dia da Tolerância! Respeito à diversidade fortalece organização!,IMPRODUTIVO
Erro CODE 403 ao tentar fazer login no sistema financeiro,PRODUTIVO
Como configurar autenticação no dashboard?,PRODUTIVO
Felicitações pela implementação em atendimento,IMPRODUTIVO
Integração com FTP não está funcionando,PRODUTIVO
Acompanhamento do chamado #54321 aberto em segunda-feira,PRODUTIVO
Parabéns pela {inovacao} implementada,IMPRODUTIVO
Preciso de orientação para correção de bug no dashboard,PRODUTIVO
Obrigado por sempre nos atender com cortesia,IMPRODUTIVO
Que vocês tenham semana maravilhoso,IMPRODUTIVO
Sistema não permite auditoria completa de alterações com timestamp detalhado.,PRODUTIVO
Qual o status da solicitação protocolo #67890?,PRODUTIVO
Em que etapa está {solicitacao} enviada há 2 horas?,PRODUTIVO
Sistema não permite edição de pedidos após confirmação - preciso alterar regra.,PRODUTIVO
Integração com gateway de pagamento não processa cartões internacionais.,PRODUTIVO
Que o temporada traga {beneficio} para todos,IMPRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Como implementar criptografia end-to-end para dados sensíveis armazenados?,PRODUTIVO
Muita cuidado e harmonia sempre,IMPRODUTIVO
Acompanhamento do chamado #54321 aberto em segunda-feira,PRODUTIVO
Preciso urgentemente integração para lançamento do produto,PRODUTIVO
Que vocês tenham mês maravilhoso,IMPRODUTIVO
Desejo um Ano Novo abençoado e maravilhoso,IMPRODUTIVO
Gratidão pela profissionalismo e qualidade técnica demonstrados,IMPRODUTIVO
Emergência: API fora do ar durante {evento_importante},PRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
Desejo reunião estratégica produtiva definindo rumos futuros!,IMPRODUTIVO
Status da migração de {dados} agendada para madrugada,PRODUTIVO
Solicitação de aumento de limite em banco de dados,PRODUTIVO
Solicitação de instalação de {software} para treinar equipe,PRODUTIVO
Urgente: deadline em 2 horas e {impedimento} bloqueia entrega,PRODUTIVO
Feliz Dia da Gratidão! Reconhecimento sincero por tudo recebido!,IMPRODUTIVO
Aproveitem o semana para {atividade_positiva},IMPRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Timeout na exportação após manhã de processamento,PRODUTIVO
Parabéns pela adaptação digital que moderniza operações!,IMPRODUTIVO
Performance muito lenta no filtros desde ontem,PRODUTIVO
Congratulações pelo certificação recebido,IMPRODUTIVO
Tenha uma semana repleta de harmonia,IMPRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Tenha uma mês repleta de alegria,IMPRODUTIVO
Previsão para conclusão de lançamento do produto em andamento,PRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Solicitação de instalação de {software} para treinar equipe,PRODUTIVO
Preciso de orientação para implementação de feature no ERP,PRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Preciso acompanhar andamento de correção de bug iniciado em 15/01,PRODUTIVO
Erro SQL_ERROR ao tentar enviar email no aplicativo mobile,PRODUTIVO
Performance muito lenta no filtros desde manhã,PRODUTIVO
"Não consigo acessar módulo de vendas - aparece mensagem ""erro interno""",PRODUTIVO
Obrigado pela estabilidade que permite planejamento de longo prazo!,IMPRODUTIVO
Desejo felicidade em todas suas iniciativas,IMPRODUTIVO
Agradeço pela cuidado demonstrada em treinamento,IMPRODUTIVO
Módulo de RH não calcula horas extras corretamente no fechamento mensal.,PRODUTIVO
Solicitação de instalação de {software} para configurar integrações,PRODUTIVO
Muita dedicação e paz sempre,IMPRODUTIVO
Que este Dia das Mães seja de muita {qualidade_vida},IMPRODUTIVO
Timeout na sincronização após esta semana de processamento,PRODUTIVO
Quando será liberada versão corrigida de API?,PRODUTIVO
Solicitação de permissão para gerar relatório em gestão de usuários,PRODUTIVO
Solicitação de instalação de {software} para configurar integrações,PRODUTIVO
Gratidão pela dedicação e transparência demonstrados,IMPRODUTIVO
Status da migração de {dados} agendada para horário comercial,PRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Performance muito lenta no filtros desde esta semana,PRODUTIVO
Preciso exportar dados de final de semana do CRM,PRODUTIVO
Sistema não implementa controle de concorrência para edições simultâneas.,PRODUTIVO
Desejo muito alegria em seus projetos,IMPRODUTIVO
Boas período para você e sua família,IMPRODUTIVO
Agradeço pela atenção demonstrada em reunião,IMPRODUTIVO
Como configurar dashboard personalizado para diferentes perfis de usuário?,PRODUTIVO
Parabéns pela {inovacao} implementada,IMPRODUTIVO
Que alegria ver a empresa sendo referência em inovação no setor!,IMPRODUTIVO
Muita cortesia e harmonia sempre,IMPRODUTIVO
Preciso de orientação para implementação de feature no aplicativo mobile,PRODUTIVO
Felicitações pelo {reconhecimento} merecido,IMPRODUTIVO
Timeout na importação após esta semana de processamento,PRODUTIVO
Como resolver problema de {tipo_problema} em {contexto}?,PRODUTIVO
Parabéns pela {inovacao} implementada,IMPRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
"Backup automático falhando com erro ""erro interno""",PRODUTIVO
Que sua período seja inspirador e produtiva,IMPRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Meu reconhecimento pelo desenvolvimento excepcional,IMPRODUTIVO
Que o mês traga {beneficio} para todos,IMPRODUTIVO
Preciso de orientação para migração de dados no plataforma,PRODUTIVO
Que sua fim de semana seja abençoado e produtiva,IMPRODUTIVO
Que sua mês seja produtivo e produtiva,IMPRODUTIVO
Congratulações pelo homenagem recebido,IMPRODUTIVO
Urgente: deadline em ontem e {impedimento} bloqueia entrega,PRODUTIVO
Acompanhamento do chamado #67890 aberto em 15/01,PRODUTIVO
Acompanhamento do chamado #67890 aberto em 15/01,PRODUTIVO
Performance muito lenta no exportação CSV desde hoje cedo,PRODUTIVO
Como exportar todos os dados de clientes dos últimos 6 meses em formato CSV?,PRODUTIVO
Que você tenha semana abençoada,IMPRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Parabéns pela iniciativa de home office que promove equilíbrio vida-trabalho!,IMPRODUTIVO
Parabéns pelo lançamento da campanha social! Iniciativa muito nobre!,IMPRODUTIVO
Obrigada por fazer a diferença com cuidado,IMPRODUTIVO
Desejo a todos um semana repleto de harmonia,IMPRODUTIVO
Muito obrigado pelo dedicação na reunião,IMPRODUTIVO
Votos de alegria e cuidado sempre,IMPRODUTIVO
Sistema API apresentando erro 403 desde esta semana,PRODUTIVO
Que dia maravilhoso! Espero que esteja tudo bem com você e sua família.,IMPRODUTIVO
Muita atenção e felicidade sempre,IMPRODUTIVO
Muito grato pela implementação realizada com paciência,IMPRODUTIVO
Tenha uma temporada repleta de alegria,IMPRODUTIVO
Votos de alegria neste Natal especial,IMPRODUTIVO
Que este feriado seja de muita {qualidade_vida},IMPRODUTIVO
Parabéns pela cultura de segurança que protege todos colaboradores!,IMPRODUTIVO
Sistema CRM apresentando erro 403 desde ontem,PRODUTIVO
Emergência: {integracao_pagamento} com problemas na {evento_vendas},PRODUTIVO
Problema de sincronização entre Salesforce e sistema legado,PRODUTIVO
Solicitação de permissão para salvar dados em gestão de usuários,PRODUTIVO
Boas temporada para você e sua família,IMPRODUTIVO
"Backup automático falhando com erro ""erro interno""",PRODUTIVO
Votos de alegria neste Páscoa especial,IMPRODUTIVO
Status da migração de {dados} agendada para final de semana,PRODUTIVO
Crítico: perda de dados em CRM necessita {acao_imediata},PRODUTIVO
Acompanhamento do chamado #12345 aberto em semana passada,PRODUTIVO
Dashboard não carrega dados de final de semana,PRODUTIVO
Emergência: {integracao_pagamento} com problemas na {evento_vendas},PRODUTIVO
Como integrar aplicativo mobile com {ferramenta_externa}?,PRODUTIVO
Sistema travando constantemente quando tento importar planilha com mais de 1000 linhas.,PRODUTIVO
Boas temporada para você e sua família,IMPRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Sistema CRM apresentando erro connection refused desde segunda-feira,PRODUTIVO
Que orgulho ver responsabilidade corporativa praticada diariamente!,IMPRODUTIVO
Performance muito lenta no autenticação desde hoje cedo,PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Emergência: plataforma fora do ar durante {evento_importante},PRODUTIVO
Previsão para conclusão de auditoria em andamento,PRODUTIVO
Parabéns pela cultura de segurança que protege todos!,IMPRODUTIVO
Obrigada por fazer a diferença com paciência,IMPRODUTIVO
Preciso exportar dados de madrugada do API,PRODUTIVO
Meu reconhecimento pelo treinamento excepcional,IMPRODUTIVO
Desejo um Ano Novo abençoado e inspirador,IMPRODUTIVO
Muito grato pelo ambiente colaborativo que estimula criatividade!,IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Preciso acompanhar andamento de migração de dados iniciado em início do mês,PRODUTIVO
Sistema plataforma apresentando erro 500 desde 2 horas,PRODUTIVO
Obrigado por sempre nos atender com eficiência,IMPRODUTIVO
Problema de sincronização entre SAP e banco de dados,PRODUTIVO
Desejo felicidade em todas suas empreendimentos,IMPRODUTIVO
Preciso de acesso ao módulo financeiro para treinar equipe,PRODUTIVO
Agradeço imensamente pela atenção durante implementação,IMPRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Gratidão pela eficiência e comprometimento demonstrados,IMPRODUTIVO
Falha na migração do CRM durante pico de acesso,PRODUTIVO
Gostaria de expressar minha gratidão pelo comprometimento,IMPRODUTIVO
Acompanhamento do chamado #98765 aberto em semana passada,PRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Felicitações pela implementação em tecnologia,IMPRODUTIVO
Como resolver problema de {tipo_problema} em {contexto}?,PRODUTIVO
Tenha uma semana repleta de paz,IMPRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Sistema não envia notificações push para aplicativo mobile dos clientes.,PRODUTIVO
Obrigada por fazer a diferença com atenção,IMPRODUTIVO
Solicitação de permissão para gerar relatório em relatórios,PRODUTIVO
Preciso urgentemente API REST para auditoria,PRODUTIVO
Sistema dashboard apresentando erro timeout desde manhã,PRODUTIVO
Emergência: {integracao_pagamento} com problemas na {evento_vendas},PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Solicitação de aumento de limite em módulo financeiro,PRODUTIVO
Quando será implementada a correção do bug na autenticação?,PRODUTIVO
Parabéns pela governança ética que orienta todas decisões!,IMPRODUTIVO
Desejo um Natal abençoado e maravilhoso,IMPRODUTIVO
Preciso exportar dados de pico de acesso do CRM,PRODUTIVO
Preciso exportar dados de horário comercial do CRM,PRODUTIVO
Como configurar disaster recovery automático com RTO menor que 1 hora?,PRODUTIVO
Emergência: aplicativo mobile fora do ar durante {evento_importante},PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Que este Natal seja repleto de felicidade,IMPRODUTIVO
Votos de alegria e cuidado sempre,IMPRODUTIVO
Previsão para conclusão de migração de dados em andamento,PRODUTIVO
Que inspiração ver liderança feminina ocupando posições estratégicas!,IMPRODUTIVO
Preciso exportar dados de horário comercial do e-commerce,PRODUTIVO
Qual o status da solicitação protocolo #67890?,PRODUTIVO
Acompanhamento do chamado #98765 aberto em segunda-feira,PRODUTIVO
Timeout na exportação após ontem de processamento,PRODUTIVO
Aproveitem o mês para {atividade_positiva},IMPRODUTIVO
Módulo de vendas não aplica desconto progressivo conforme volume.,PRODUTIVO
Desejo um Natal abençoado e inspirador,IMPRODUTIVO
Como integrar e-commerce com {ferramenta_externa}?,PRODUTIVO
Agradeço pela atenção demonstrada em implementação,IMPRODUTIVO
Falha na exportação do API durante final de semana,PRODUTIVO
Que vocês tenham mês maravilhoso,IMPRODUTIVO
"Não consigo acessar módulo de vendas - aparece mensagem ""acesso negado""",PRODUTIVO
URGENTE: erro de sincronização impedindo {processo_critico},PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Que este Páscoa seja repleto de paz,IMPRODUTIVO
Tenha uma temporada repleta de harmonia,IMPRODUTIVO
Módulo de RH não calcula provisões trabalhistas conforme legislação atualizada.,PRODUTIVO
Muito grato pela mentoria que acelera desenvolvimento de carreira!,IMPRODUTIVO
Parabéns pela ética empresarial exemplar demonstrada em todas decisões!,IMPRODUTIVO
Muito obrigado pela apresentação inspiradora na conferência de ontem.,IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Erro SQL_ERROR ao tentar fazer login no aplicativo mobile,PRODUTIVO
Solicitação de aumento de limite em área administrativa,PRODUTIVO
Preciso acompanhar andamento de correção de bug iniciado em segunda-feira,PRODUTIVO
Que o mês traga {beneficio} para todos,IMPRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Agradeço pela atenção demonstrada em projeto,IMPRODUTIVO
Qual o status da solicitação protocolo #54321?,PRODUTIVO
Desejo felicidades e muito sucesso em todos os projetos futuros da equipe.,IMPRODUTIVO
Solicitação de permissão para gerar relatório em módulo de vendas,PRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Votos de felicidade e cuidado sempre,IMPRODUTIVO
Muito obrigado pelo rápida resposta na projeto,IMPRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Muito obrigado pelo eficiência na processo de migração,IMPRODUTIVO
Feliz Dia Mundial da Saúde! Que o bem-estar seja prioridade sempre!,IMPRODUTIVO
Falha na migração do aplicativo mobile durante pico de acesso,PRODUTIVO
Como resolver problema de {tipo_problema} em {contexto}?,PRODUTIVO
Gostaria de expressar minha gratidão pelo qualidade técnica,IMPRODUTIVO
Agradeço pela cortesia demonstrada em projeto,IMPRODUTIVO
"Não consigo acessar área financeira - aparece mensagem ""dados inválidos""",PRODUTIVO
Desejo um Ano Novo abençoado e abençoado,IMPRODUTIVO
Votos de felicidade neste Dia das Mães especial,IMPRODUTIVO
Votos de alegria neste Ano Novo especial,IMPRODUTIVO
Que este Natal seja de muita {qualidade_vida},IMPRODUTIVO
Dashboard não carrega dados de horário comercial,PRODUTIVO
Agradeço imensamente pela cortesia durante atendimento,IMPRODUTIVO
Falha na importação do API durante madrugada,PRODUTIVO
Agradeço pela paciência demonstrada em implementação,IMPRODUTIVO
Muito obrigado pelo profissionalismo na processo de migração,IMPRODUTIVO
Em que etapa está {solicitacao} enviada há 2 horas?,PRODUTIVO
Parabéns pelo inovação da time,IMPRODUTIVO
Obrigada por fazer a diferença com atenção,IMPRODUTIVO
Desejo prosperidade em todas suas iniciativas,IMPRODUTIVO
Que este Dia das Mães seja de muita {qualidade_vida},IMPRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Feliz Dia da Esperança! Que futuro seja próspero para todos!,IMPRODUTIVO
Obrigado por sempre nos atender com atenção,IMPRODUTIVO
Sucesso e alegria em tudo que fizer,IMPRODUTIVO
Sistema sistema financeiro apresentando erro database error desde 2 horas,PRODUTIVO
Quando será liberada versão corrigida de ERP?,PRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Sistema não está enviando emails de confirmação após cadastro de novos clientes.,PRODUTIVO
Preciso acompanhar andamento de correção de bug iniciado em início do mês,PRODUTIVO
Módulo de qualidade não está registrando não conformidades corretamente.,PRODUTIVO
Congratulações pelo {crescimento} da empresa,IMPRODUTIVO
Problema de sincronização entre Salesforce e banco de dados,PRODUTIVO
"Backup automático falhando com erro ""erro interno""",PRODUTIVO
Que este feriado seja de muita {qualidade_vida},IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Que mês seja de muitas {coisas_positivas},IMPRODUTIVO
Desejo um Dia das Mães abençoado e especial,IMPRODUTIVO
Muito grato pela implementação realizada com cortesia,IMPRODUTIVO
Parabéns pelo expansão da time,IMPRODUTIVO
Parabéns pelo lançamento do novo produto. Desejo muito sucesso para todos!,IMPRODUTIVO
Que sua {jornada} seja repleta de {beneficios},IMPRODUTIVO
Preciso urgentemente integração para lançamento do produto,PRODUTIVO
"Não consigo acessar módulo de vendas - aparece mensagem ""sessão expirada""",PRODUTIVO
Erro SQL_ERROR ao tentar salvar dados no API,PRODUTIVO
Qual o status da solicitação protocolo #54321?,PRODUTIVO
Módulo de compras não sugere fornecedores baseados no histórico de preços.,PRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Como implementar versionamento semântico para releases da aplicação?,PRODUTIVO
Módulo de logística não considera restrições de trânsito para otimização de rotas.,PRODUTIVO
Que orgulho ver responsabilidade social praticada concretamente!,IMPRODUTIVO
Que mês seja de muitas {coisas_positivas},IMPRODUTIVO
Preciso urgentemente API REST para auditoria,PRODUTIVO
Que este Dia das Mães seja de muita {qualidade_vida},IMPRODUTIVO
Desejo certificação internacional reconhecendo nossa excelência!,IMPRODUTIVO
Que temporada seja de muitas {coisas_positivas},IMPRODUTIVO
Falha na sincronização do e-commerce durante pico de acesso,PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Solicitação de instalação de {software} para gerar relatórios mensais,PRODUTIVO
Tenha uma mês repleta de felicidade,IMPRODUTIVO
Sistema não gera boletos com código de barras conforme padrão FEBRABAN.,PRODUTIVO
Preciso de orientação para migração de dados no aplicativo mobile,PRODUTIVO
Integração com integração não está funcionando,PRODUTIVO
Felicitações pelo {reconhecimento} merecido,IMPRODUTIVO
Preciso acompanhar andamento de implementação de feature iniciado em semana passada,PRODUTIVO
Que este Dia das Mães seja de muita {qualidade_vida},IMPRODUTIVO
Parabenizo toda equipe pelo crescimento,IMPRODUTIVO
Celebrando junto com vocês o {marco},IMPRODUTIVO
Agradeço pela dedicação demonstrada em reunião,IMPRODUTIVO
"Não consigo acessar módulo de vendas - aparece mensagem ""sessão expirada""",PRODUTIVO
Como integrar API com {ferramenta_externa}?,PRODUTIVO
Agradeço imensamente pela cortesia durante suporte técnico,IMPRODUTIVO
Como resolver problema de {tipo_problema} em {contexto}?,PRODUTIVO
Performance muito lenta no autenticação desde 2 horas,PRODUTIVO
"Não consigo acessar gestão de usuários - aparece mensagem ""dados inválidos""",PRODUTIVO
Sistema dashboard apresentando erro 404 desde esta semana,PRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Performance muito lenta no busca avançada desde manhã,PRODUTIVO
Votos de felicidade neste feriado especial,IMPRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Gostaria de expressar minha gratidão pelo transparência,IMPRODUTIVO
Meu reconhecimento pelo treinamento excepcional,IMPRODUTIVO
Feliz Dia do Trabalhador! Reconhecimento merecido por toda dedicação!,IMPRODUTIVO
Tenha uma fim de semana repleta de alegria,IMPRODUTIVO
Que satisfação ver investimento em infraestrutura melhorando ambiente!,IMPRODUTIVO
Desejo integração sistêmica bem-sucedida otimizando fluxos!,IMPRODUTIVO
Que vocês tenham mês maravilhoso,IMPRODUTIVO
Integração com sistema contábil não exporta lançamentos automaticamente.,PRODUTIVO
Emergência: {integracao_pagamento} com problemas na {evento_vendas},PRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Preciso de acesso de administrador para configurar novos usuários da filial.,PRODUTIVO
Sucesso e prosperidade em tudo que fizer,IMPRODUTIVO
Falha na migração do API durante pico de acesso,PRODUTIVO
Parabéns pelo modernização da organização,IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Atualização sobre resolução de lentidão no sistema crítico,PRODUTIVO
Parabéns pelo lançamento da departamento,IMPRODUTIVO
Integração com gateway de pagamento não processa PIX automaticamente.,PRODUTIVO
Desejo café da manhã energizante para começar bem esta segunda-feira!,IMPRODUTIVO
Sincronização com sistema contábil apresentando divergências nos valores.,PRODUTIVO
Que sua {jornada} seja repleta de {beneficios},IMPRODUTIVO
Previsão para conclusão de auditoria em andamento,PRODUTIVO
Desejo auditoria externa positiva validando nossos processos!,IMPRODUTIVO
Preciso exportar dados de final de semana do plataforma,PRODUTIVO
Solicitação de instalação de {software} para gerar relatórios mensais,PRODUTIVO
Que semana seja de muitas {coisas_positivas},IMPRODUTIVO
Módulo de projetos não calcula automaticamente desvios de cronograma e orçamento.,PRODUTIVO
Módulo de chat online não carrega para clientes usando Internet Explorer.,PRODUTIVO
Desejo a todos um temporada repleto de felicidade,IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Celebrando junto com vocês o {marco},IMPRODUTIVO
Que alegria saber do {acontecimento_positivo},IMPRODUTIVO
Emergência: CRM fora do ar durante {evento_importante},PRODUTIVO
Quando será liberada versão corrigida de ERP?,PRODUTIVO
Desejo muito felicidade em seus projetos,IMPRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Sistema aplicativo mobile apresentando erro 500 desde hoje cedo,PRODUTIVO
URGENTE: lentidão no sistema impedindo {processo_critico},PRODUTIVO
Que este Dia das Mães seja repleto de harmonia,IMPRODUTIVO
Celebrando junto com vocês o {marco},IMPRODUTIVO
Como implementar versionamento automático de banco de dados?,PRODUTIVO
Boas período para você e sua família,IMPRODUTIVO
Gratidão pela profissionalismo e comprometimento demonstrados,IMPRODUTIVO
Obrigado por sempre nos atender com dedicação,IMPRODUTIVO
Que este Natal seja de muita {qualidade_vida},IMPRODUTIVO
Muito obrigado pela confiança depositada em nossa capacidade!,IMPRODUTIVO
Desejo a todos um semana repleto de paz,IMPRODUTIVO
"Não consigo acessar área financeira - aparece mensagem ""sessão expirada""",PRODUTIVO
Solicitação de aumento de limite em módulo financeiro,PRODUTIVO
Votos de harmonia neste Natal especial,IMPRODUTIVO
Como configurar autenticação no e-commerce?,PRODUTIVO
Agradeço imensamente pela cuidado durante onboarding,IMPRODUTIVO
Desejo muito alegria em seus projetos,IMPRODUTIVO
Votos de harmonia neste Ano Novo especial,IMPRODUTIVO
Falha na backup do sistema financeiro durante final de semana,PRODUTIVO
Erro CODE 403 ao tentar enviar email no CRM,PRODUTIVO
Que vocês tenham fim de semana maravilhoso,IMPRODUTIVO
Gostaria de expressar minha gratidão pelo agilidade,IMPRODUTIVO
Que você tenha período abençoada,IMPRODUTIVO
Meu reconhecimento pelo trabalho excepcional desenvolvido por todos.,IMPRODUTIVO
Módulo de estoque não considera lead time de fornecedores no ponto de reposição.,PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Solicitação de permissão para salvar dados em área financeira,PRODUTIVO
Muito grato pela configuração realizada com dedicação,IMPRODUTIVO
